Package_Title,Url,Price,Duration,Rating,Reviews,Group_size,Highlights,Itinerary
Lower Mustang Trekking 12 days,https://www.tourradar.com/t/197064,"US,$,1,199",12 days,4.6,5,30,,"Day 1: Arrive in Kathmandu via respective airlines and transfer to hotel.,,Day 2: Drive Kathmandu to Pokhara.,,Day 3:  Pokhara Fly to Jomsom trek to Kagbeni.,,Day 4: Muktinath Valley,,Day 5: Muktinath-Marpha Village (2,640m),,Day 6: Marpha Village to Ghasa.,,Day 7:  Ghasa to Tatopan ) 6-7 hrs.,,Day 8: Tatopani Ghorepani ) 6-7 hrs (2860m),,Day 9: Hike to Poon Hill (3,193m) 2 hrs and trek down to Tikhedunga (14,80m) 6-7 hrs,,Day 10: Tikhedhunga to Nayapul3/4 hrs and drive to Pokhara 3 hrs,,Day 11: Drive to Kathmandu (200 km. 6/7 hours driving) by tourist bus.,,Day 12:  Final Departure, transfer to the airport from your hotel,"
An Amazing Everest Base Camp Trek,https://www.tourradar.com/t/194284,"US,$,1,199",14 days,5.0,451,10,,"Day 01: Arrival in Kathmandu &amp; transfer to hotel.,,Day 02:  Fly to Lukla and trek to Phakding (2,860m) Duration: 5-6 hours.,,Day 03: Trek to Namche bazar (3,440m) Duration: 5-6 hours.,,Day 04: Acclimatization day at Namche Bazaar.,,Day 05: Trek to Tengboche (3,800m) Duration: 5-6 hours.,,Day 06: Trek to Dingboche (4,460m) Duration: 4-5 hours.,,Day 07: Rest day at Dingboche climb to Chhukung.,,Day 08: Trek to Lobuche (4,900m) Duration: 5-6 hours.,,Day 09: Trek to Gorak Shep (5,180m) &amp; Visit Everest Base Camp ( 5,364m) Duration: 8-9 hours.,,Day 10: Hike up to Kala Patthar (5,550m) and trek to Pheriche (4,371 m) Duration: 7-8 hours.,,Day 11: Trek to Namche Bazar.,,Day 12: Trek to Lukla (2,804 m) Duration: 7-8 hours.,,Day 13: Fly back to Kathmandu (1,350m) Duration: 30 minutes flight.,,Day 14: Transfer to the International Airport for your final departure.,"
Annapurna Sanctuary Trek,https://www.tourradar.com/t/171915,"US,$,4,599",14 days,4.9,82,12,"Feel invigorated after a soak in the Jhinudanda natural hot springs,Bask at the grand architecture of Swayambhunath Monkey Temple,Admire an incredible pastel-coloured sunrise over Machapuchare","Day 1: Arrive Kathmandu,,Day 2: Visit Swayambhunath Temple, fly to Pokhara,,Day 3: Hike to Kyumi,,Day 4: Hike from Kyumi to Chhomrong,,Day 5: Hike from Chhomrong to Dobhan,,Day 6: Hike from Dobhan to Deurali,,Day 7: Hike from Deurali to Machapuchare Base Camp,,Day 8: Annapurna Base Camp (ABC),,Day 9: Hike from Dobhan to Jhinudanda,,Day 10: Hike from Jhinudanda to Tolka,,Day 11: Hike from Tolka to Phedi, journey to Pokhara,,Day 12: Free time in Pokhara,,Day 13: Return to Kathmandu,,Day 14: Depart for home,"
Langtang Valley Trek 12 Days,https://www.tourradar.com/t/157649,"US,$,790",12 days,5.0,451,10,,"Day 1: Arrive in Kathmandu (1,400m) &amp; transfer to hotel.,,Day 2: Kathmandu sightseeing &amp; trek preparation day.,,Day 3: Drive to Syabru Besi (1,462m) by public bus - 8 hours,,Day 4: Trek to Lama Hotel (2,500 m) - 5 hours.,,Day 5: Trek from Lama Hotel to Langtang Village (3,307m) - 5 hours.,,Day 6: Trek from Langtang Village to Kyanjin Gompa (3,798 m) - 4 hours.,,Day 7: Kyanjin Gompa Exploration Day.,,Day 8: Trek from Kyanjin Gompa &amp; return to Lama Hotel (2,500m) - 5.5 hours.,,Day 9: Trek from Lama Hotel to Syabru Besi (1,462m) - 5 hours.,,Day 10: Drive back to Kathmandu by public bus - 8 hours.,,Day 11: Leisure Day &amp; farewell dinner in Kathmandu.,,Day 12: Transfer to the International Airport for your departure.,"
Manaslu Circuit Trekking -13 nights/14 days,https://www.tourradar.com/t/146226,"US,$,1,000",14 days,5.0,1,20,,"Day 1: Kathmandu / Kathmandu,,Day 2: Kathmandu,,Day 3: Kathmandu / Baseri,,Day 4: Baseri / Machhermo,,Day 5: Machhermo / Jagat,,Day 6: Jagat,,Day 7: Jagat,,Day 8: Jagat / Namrung,,Day 9: Namrung / Samagaun,,Day 10: Samagaun / Samagaun,,Day 11: Samagaun / Samdo,,Day 12: Samdo / Bhimphedi,,Day 13: Bhimphedi / Bhimphedi,,Day 14: Dharapani / Kathmandu,"
Mardi Himal Trek - 12 Days,https://www.tourradar.com/t/208298,"US,$,830",12 days,5.0,221,8,,"Day 01: Arrival in Kathmandu,,Day 02: Transfer to Pokhara,,Day 03: Trek to Pothana,,Day 04: Pothana to Forest Camp,,Day 05: Trek to Badal Danda,,Day 06: Trek to high camp,,Day 07: Trek to Mardi Himal base camp and back to middle camp,,Day 08: Trek to Kalimati,,Day 09: Trek to Lwang Village,,Day 10: Return to Pokhara,,Day 11: Return to Kathmandu,,Day 12: Departure,"
Tilicho Mesokanto Trek15 Days 14 Night,https://www.tourradar.com/t/197328,"US,$,1,499",15 days,4.6,5,24,,"Day 1: Arrival at Kathmandu.,,Day 2: Drive from kathmandu – Besisahar to Nadi.,,Day 3: Trek to Chyamche (1300m 5/6 hrs. walk.,,Day 4: Trek from Chyamche to Danaque,,Day 5: Trek from Danaque to Chame (2670m).,,Day 6: Trek from Chame to Pisang (3200m).,,Day 7: Trek from Pisang to Manang (3540m).,,Day 8: Manang (3540m).,,Day 9: Trek from Manang to Khangsar (4050m).,,Day 10:  Khangsar to Tilicho lake Base camp (4750m).,,Day 11:  From Tilicho Lake Base Camp to Meso Kanto Pass to Namphu (5350m).,,Day 12: Trek from Namphu to Jomsom (2710m).,,Day 13: Trek from Jomsom to Pokhara by Flight.,,Day 14: Drive from Pokhara to Kathmandu.,,Day 15: Transfer to International airport for your final departure by the representative.,"
Everest Base Camp Trekking 14 Days,https://www.tourradar.com/t/194854,"US,$,1,299",14 days,5.0,451,10,,"Day 01: Arrival in Kathmandu (1,350m) transfer to hotel.,,Day 02:  Fly to Lukla, and trek to Phakding (2,651m) Duration: 4-5 hours.,,Day 03: Phakding to Namche Bazaar (3,438m) Duration:  5-6 hours.,,Day 04: Acclimatization Day at Namche Bazaar.,,Day 05: Namche Bazaar to Tengboche (3,870m) Duration: 5-6 hours.,,Day 06: Tengboche to Dingboche (4,350m) Duration: 5-6 hours.,,Day 07: Acclimatization day at Dingboche.,,Day 08: Trek from Dingboche to Lobuche (4940) Duration: 5-6 hours.,,Day 09: Lobuche to Gorak Shep (5,180m),  And Trek to Everest Base Camp (5,364M) Duration 7-9 hours.,,Day 10: Hike to Kala Pathar (5550m)  and trek Pheriche (4200m) Duration: 7-9 hours.,,Day 11: Pheriche to Namche Bazaar (3,440m) Duration: 6-7 hours.,,Day 12: Namche Bazaar to Lukla (2,860m) Duration: 6-7 hours.,,Day 13: Fly back to Kathmandu (1,350m) Duration: 35 Minutes.,,Day 14: Transfer to the International Airport for your final departure.,"
Everest Base Camp Trekking 14 Days,https://www.tourradar.com/t/192255,"US,$,1,475",14 days,5.0,451,10,,"Day 01: Arrival in Kathmandu &amp; transfer to hotel.,,Day 02: Drive from Kathmandu to Lukla &amp; trek to Phakding (2,640m) Duration: 5-6 hours.,,Day 03: Trek from Phakding to Namche Bazaar (3,440m) Duration: 5-6 hours.,,Day 04: Acclimatization day at Namche Bazaar.,,Day 05: Trek from Namche to Phortse (Phorche) (3,680m) Duration: 5-6 hours.,,Day 06: Trek from Phortse to Dingboche (4,460m) Duration: 5-6 hours.,,Day 07: Acclimatization day at Dingboche.,,Day 08: Trek from Dingboche to Lobuche (4,900m) duration: 5-6 hours.,,Day 09: Trek to Gorak Shep (5,180m) &amp; Visit Everest Base Camp ( 5,364m) Duration: 8-9 hours.,,Day 10: Hike Up to Kala Patthar (5,555 m) early in the Morning &amp; trek to Pheriche (4,300 m) Duration: 6-7 hours.,,Day 11: Trek to Namche Bazar (3,440m) Duration: 6-7 hours.,,Day 12: Trek to Lukla (2,860m) Duration: 7-8 hours.,,Day 13: Fly back to Kathmandu (1,350m) Duration: 30 minutes flight.,,Day 12: Transfer to the International airport  for your final departure.,"
Ghale Gaun Village Home Stay Trek,https://www.tourradar.com/t/169390,"US,$,690",5 days,5.0,33,20,,"Day 01: Arrival in Kathmandu (1,338 m/4,390 ft),,Day 02: Drive from Kathmandu to Beshisahar and then to Ghale Gaun,,Day 03: Ghale Gaun exploration,,Day 04: Drive from Ghale Gaun to Kathmandu,,06: Drop to Airport and Kathmandu departure,"
Nepal Cultural Tour12 Days 11 Night,https://www.tourradar.com/t/167390,"US,$,1,199",12 days,4.6,5,30,,"Day 1: Arrive Kathmandu Meet you at the airport and escort you to your hotel. ,,Day 2: Sightseeing around Kathmandu,,Day 3: Sightseeing tour around,,Day 4: Kathmandu – Daman Drive from Kathmandu to Daman which takes about 3 hours,,Day 5: Daman – Chitwan Drive from Daman to Chitwan and it takes about four and half hours. ,,Day 6: Chitwan,,Day 7: Chitwan – Pokhara,,Day 8: Sightseeing in Pokhara Valley,,Day 9: Sarankot,,Day 10: Pokhara – Nagarkot.,,Day 11: Nagarkot drives to Kathmandu Morning witness sunrise at Nagarkot,,Day 12: Departure. ,"
Annapurna Circuit Trail Best trekking experience in the world,https://www.tourradar.com/t/165797,"US,$,1,200",15 days,3.0,1,15,,"Arrival in Kathmandu,,Drive Kathmandu to Nadi ,,Trek Nadi to Jagat (1314 m),,Jagat to Dharapani (1943 m) ,,Dharapani to Chame (2713 m) ,,Chame to Pissang (3185 m) ,,Pissang to Manang (3351 m),,Rest in Manang for acclimatization ,,Manang to Yak Kharka (3800 m) ,,Thorong Phedi (4335 m) ,,Thorong Phedi to Muktinath (3798 m) ,,Drive Muktinath to Pokhara ,,Free day at Pokhara ,,Pokhara to Kathmandu (Tourist Bus),,Departure,"
Annapurna Circuit with Narfu Trek,https://www.tourradar.com/t/163836,"US,$,1,290",13 days,4.9,15,15,,"Day 01: Drive to Dharapani  by Jeep . 1,300 m, 7-8 hour drive,,Day 02: Trek from Dharapani to Koto 2600m (5/6 hours) ,,Day 03: Trek from Koto to Meta 3570m (6/7 hours) (Nar-Phu Valley Restricted Area Permit Entry),, Day 04: Trek from Meta to Phu 3900m (6/7 hours),,Day 05: Exploration Day Today we will rest at Phu village for exploration.,,Day 06: Trek from Phu to Nar 4100m (6/7 hours) ,, Day 07: Trek from Nar to Kang-La 5322m to Ngawal 3660m (6/7 hours) (Nar-Phu Valley Restricted Area Permit Exit),,Day 08: Trek from Ngawal to Manang 3540m (3/4 hours) ,,Day 09: Trek from Manang to Yak Kharka 4018m (4/5 hours) ,,Day 10: Trek from Yak Kharka to Thorong Phedi 4450m (4/5 hours),,Day 11: Trek from Thorong Phedi to Thorong-La Pass 5416m to Muktinath 3800m (7/8 hours) ,,Day 12: Trek from Muktinath to Jomsom 2710m (4/5 hours),,Day 13: Fly To Pokhara (25 Minuite) ,"
Mardi Himal Trekking12 Days 11 Night,https://www.tourradar.com/t/160798,"US,$,799",12 days,4.6,5,25,,"Day 1:  Arrival to Kathmandu [1,330 m],,Day 2: Drive To Pokhara [930 m] about 7 hours.,,Day 3: Drive to Phedi and trek to Deurali (2190m,,Day 4: Pothana Trek To Forest Camp [2,550 m],,Day 5: Forest Camp To Low Camp [3,400 m].,,Day 6:  Low Camp To High Camp [4,100 m],,Day 7: Excursion to Mardi Himal Base Camp [4,500 m].,,Day 8: High Camp to Siding Village [1750 m],,Day 9: Siding Village To Luwang village [1500 m] ,,Day 10: Luwang village Trek to Kande and drive to Pokhara [930 m] ,,Day 11:  Pokhara to Kathmandu by Tourist Bus [1,330 m],,Day 12: Fly Back home [1,330 m] ,"
Everest All Mountain,https://www.tourradar.com/t/159867,"US,$,1,900",10 days,4.5,32,16,"Ride the phenomenal mountain bike playground made by Sherpas,Savour the adventure in this undiscovered region of the Himalayas,Tackle rocky climbs and enjoy epic, blissful downhills","Day 1,,Day 2,,Day 3,,Day 4,,Day 5,,Day 6,,Day 7,,Day 8,,Day 9,,Day 10,"
Mani Rimdu Festival Trek,https://www.tourradar.com/t/114431,"US,$,2,700",12 days,4.8,70,16,,"Day 1: Arrival at Kathmandu Airport.,,Day 2: Full day Kathmandu Valley Sightseeing &amp; Preparation Day. (B),,Day 3: Fly from Kathmandu to Lukla (2860m) and Trek to Phakding (2610m) 3-4 Hours. (B/L/D),,Day 4: Trek from Phakding (2610m) to Namche Bazaar (3446m) 6-7 Hours. (B/L/D),,Day 5: Acclimatization day Visit Khumjung Village, Hotel Everest View (3880m). (B/L/D),,Day 6: Trek from Namche Bazaar (3446m) to Tengboche (3860m) 5 -6 Hours. (B/L/D),,Day 7: Festival Observation at Tengboche (3867m). (B/L/D),,Day 8: Second-day Festival Observation at Tengboche (3867m). (B/L/D),,Day 9: Trek from Tangboche (3867m) to Monjo (2835m) 5-6 Hours. (B/L/D),,Day 10: Trek from Monjo (2835m) to Lukla (2840m) 5-6 Hours. (B/L/D),,Day 11: Flight from Lukla to Kathmandu. (B/D),,Day 12: Departure to Airport. (B),"
Splendours of Nepal,https://www.tourradar.com/t/217857,"US,$,3,395",13 days,5.0,4,10,,
Rapid Annapurna Circuit Trek,https://www.tourradar.com/t/194440,"US,$,999",12 days,5.0,451,10,," Day 01: Arrival in Kathmandu &amp; transfer to hotel.,, Day 02: Drive from Kathmandu to Dharapani (1960 m) Duration: 7-8 hours.,, Day 03: Trek from Dharapani to Chame (2630 m) Duration: 5-6 hours.,, Day 04: Trek from Chame to Pisang (3,300 m) Duration: 6-7 hours.,, Day 05: Trek from Pisang to Manang (3,570 m) Duration: 4-5 hours.,, Day 06: Acclimatization day at Manang.,, Day 07: Trek from Manang to Yak Kharka (4,110 m) Duration: 5-6 hours.,, Day 08: Trek from Yak Kharka to Thorong Phedi (4450 m) Duration: 5-6 hours.,, Day 09:  Trek from Thorong Phedi to Muktinath (3,800 m) via Thorong La Pass (5,416m) Duration: 8-9 hours.,, Day 10: Drive from Jomsom to Pokhara (8,50m) Duration: 10-11 hours.,, Day 11: Drive from Pokhara to Kathmandu (1,350m) Duration: 6-7 hours.,, Day 12: Transfer to the international airport for your final departure.,"
Gokyo Everest Base Camp Heli Trek,https://www.tourradar.com/t/191761,"US,$,5,600",14 days,5.0,"1,271",6,," Day 01: Arrival at Kathmandu and transfer to hotel (1,350) meters.,,Day 02: Flight to Lukla (2,850m/9,350 ft) &amp; trek to Phakding ( 2650 m/ 8562 ft) Duration: 4-5 hours,,Day 03: Trek from Phakding to Namche Bazaar (3,440m/11,285 ft)Duration: 5-6 hours.,,Day 04: Rest day and Acclimatization at Namche Bazaar.,,Day 05: Trek from Namche Bazaar to Dole (4,200m/13,270ft) Duration: 5-6 hours.,,Day 06: Trek from Dole to Machhermo (4,470m/14,450ft) Duration: 3-4 hours.,,Day 07: Trek from Machhermo to Gokyo (4,790m/15,584ft) Duration: 4-5 hours.,,Day 08: Acclimatization day at Gokyo &amp; Hike up to Gokyo Ri (5,357m) Duration: 5-6 hours.,,Day 09: Trek from Gokyo to Thangnak (4,700m/15,400ft) Duration: 4-5 hours.,,Day 10: Trek from Thangnak to Dzongla (4,855m/15,930 ft) via Cho La Pass (5420m/17,783ft) Duration: 6-7 hours.,,Day 11: Trek from Dzongla to Lobuche (4,910m/16,175ft) Duration: 3-4 hours.,,Day 12: Trek from Lobuche to Everest Base Camp and back (5,364m/17,598ft)to Gorak shep (5,185m/ 17,010 ft) Duration: 7-8 hours,,Day 13: Hike up to Kalapattar (5545m/18188ft) and backk to Gorakshep &amp; fly back to Kathmandu by Helicopter.,,Day 14: Transfer to Tribhuwan International Airport.,"
"9 Days Adventure of the Best Nepal, Max 6 Guests",https://www.tourradar.com/t/187775,"US,$,2,179",9 days,5.0,6,6,,"Arrival in Kathmandu,,Day 02: Kathmandu - Patan - Kathmandu,,Day 03: Kathmandu - Pokhara,,Day 04: Pokhara,,Day 05: Pokhara - Chitwan,,Day 06: Chitwan,,Day 07: Chitwan - Kathmandu - Dhulikhel,,Day 08: Dhulikhel - Kathmandu,,Day 09: Departure from Kathmandu,"
Everest Luxury Tour,https://www.tourradar.com/t/167311,"US,$,4,000",6 days,4.8,70,10,,"Day 1: Arrival at Kathmandu Airport.,,Day 2: Full Day Sightseeing in a Heritage Sites of Kathmandu. (B),,Day 3: Flying From Kathmandu to Syngboche (3780m) by Heli (Hotel Everest View). (B/L/D),,Day 4: Explore the Namche Bazaar (3440m) and Sherpa Lifestyle. (B/L/D),,Day 5: Fly Back From Syngboche to Kathmandu by Heli. (B/D),,Day 6: Departure to Airport. (B),"
Gokyo Lakes and Gokyo Ri Trek,https://www.tourradar.com/t/156995,"US,$,1,399",14 days,5.0,451,10,,"Day 01: Arrival at Kathmandu (1,350m) and transfer to hotel.,,Day 02: Trek preparation and Kathmandu Valley Sightseeing Tour.,,Day 03:  Fly to Lukla (2,800 m/9,184 ft) and Trek to Phakding (2,652 m/8,700 ft) Duration: 4-5 hours.,,Day o4: Trek from Phakding to Namche Bazar (3,440 m/11,283 ft) Duration: 5-6 hours.,,Day 05: Acclimatization Day in Namche bazaar – Hike to Everest View Hotel.,,Day 06: Trek to Dole (4,200 m/ 13,780 ft) Duration: 5-6 hours.,,Day 07: Trek to Machhermo(4,470 m/ 14,663 ft) Duration: 5-6 hours.,,Day 08: Machhermo to Gokyo (4800 m/15,744 ft) Duration: 5-6 hours.,,Day 09: Gokyo Valley: Acclimatization day &amp; visit the 4th and 5th Gokyo Lakes.,,Day 10: Hike Gokyo Ri (5357 m/17,570 ft) and trek back to Dole; Duration: 6-7 hours.,,Day 11: Trek from Dole to Namche Bazaar. Duration: 5-6 hours.,,Day 12: Trek back to Lukla (2,804m) Duration: 6-7 hours.,,Day 13: Fly from Lukla to Kathmandu.,,Day 14: Final Departure from Kathmandu.,"
Upper Mustang Motorbike Tour,https://www.tourradar.com/t/142731,"US,$,4,800",13 days,4.8,70,10,,"Day 1: Arrival at Kathmandu Airport. (1300m),,Day 2: Full day Kathmandu Sightseeing and Preparation. (B),,Day 3: Drive from Kathmandu to Pokhara (900m) 210 km 5 -6 hours. (B),,Day 4: Drive from Pokhara to Tatopani (2600m) 125 km 5 -6 hours. (B),,Day 5: Drive from Tatopani to Jomsom (2800m) 35 km 4 -5 hours.,,Day 6: Drive from Jomsom to Tshrang (3550m) 70 km 6-7 hours. ,,Day 7: Drive from Tshrang to Lo-Mangthang (3850m) (Explore Lo) 25 km 4-5 hours.,,Day 8: Visit Chhoser Cave &amp; Kora-la border (4660m) back to Lo (3850m) 48 km 5-6 hours.,,Day 9: Drive from Lo-Manthang to Muktinath (3710m) 43 km  5-6 hours.,,Day 10: Drive from Muktinath to Tatopani (1200m) 70 km 5-6 hours.,,Day 11: Drive from Tatopani to Pokhara (900m) 120 km 5-6 hours.,,Day 12: Drive from Pokhara to Kathmandu. (B/D),,Day 13: Departure to Airport. (B),"
Experience Nepal,https://www.tourradar.com/t/89907,"US,$,2,700",15 days,4.6,158,15,,"Day 01 - Arrive at Kathmandu airport (1345 meters).,,Day 02 – Pre-trip meeting and guided sightseeing in Kathmandu, Bhaktapur and drive to Nagarkot on a private Tourist Vehicle.,,Day 03- Nagarkot – Chitwan Drive on a private tourist vehicle.,,Day 04- Full day Jungle Activities,,Day 05- Chitwan – Lumbini Drive on a private tourist vehicle- 5 hrs Drive.,,Day 06- Sightseeing in Lumbini and same day drive to Palpa on a private tourist vehicle.,,Day 07- Palpa – Pokhara Drive on a private tourist vehicle.,,Day 08- Sightseeing in Pokhara.,,Day 09 - Drive to Nayapul (1,010m) - 1 hr. Trek to Tikhedunga (1,570m) - 3 hrs,,Day 10 - Trek to Ghorepani (2,840m) - 5 hrs,,Day 11 - Hike up to Poon Hill (3,210m); and onto Tadapani (2,610m) - 6 hrs,,Day 12 - Trek to Ghandruk (1,940m) - 4 hrs,,Day 13 - Trek to Nayapul (1,010m) and drive to Pokhara.,,Day 14 - Pokhara – Kathmandu Drive by private tourist vehicle.,,Day 15 - Transfer to the international airport for your final departure,"
Shamanism in Nepal,https://www.tourradar.com/t/188013,"US,$,794",12 days,4.8,58,10,,"Day 1: Arrival in Kathmandu,,Day 2 Spiritual places in Kathmandu | Kathmandu Durbar Square - Swyambhunath stupa - Pashupatinath Temple - Boudhanath Stupa,,Day 3 Kathmandu-Dhunche via Trishuli | Drive duration:5-6 hours,,Day 4 Dhunche- Singgompa | Trek duration: 5-6 hours,,Day 5 Singgompa- Laurebina | Trek duration: 4-5 hours,,Day 6 Laurebina- Gosaikunda,,Day 7 Gosaikunda | Shamanism Day,,Day 8 Gosaikunda -Chadanbari/Sing Gompa | Trek duration: 5 hours,,Day 9 Sing Gompa - Dhunche | Trek duration 4-5 hours,,Day 10  Dhunche -Kathmandu,,Day 11 Ktm drive: rest day and shopping,,Day 12 Departure,"
Annapurna &amp; Chitwan in Luxury,https://www.tourradar.com/t/33556,"US,$,5,279",13 days,4.5,26,12,,"Day 1: Start Kathmandu.,,Day 2: Kathmandu sightseeing tour including Durbar Square and Boudhanath Stupa.,,Day 3: Drive to Pokhara; orientation walk,,Day 4: Walk through farmland and forest down to the Modi River Valley to Sanctuary 
Lodge, offering fine views of the sacred 'Fishtail' Mountain,,Day 5: Picturesque trek through villages, padi rice fields and forest to Himalaya 
Lodge in Ghandruk.,,Day 6: Descend to cross the river by suspension bridge, then climb to La Bee Lodge 
in Landruk.,,Day 7: Gentle walk to Gurung or Mala Lodge at Majgaon; afternoon free to relax in 
the garden or explore the village.,,Day 8: Trek through sub-tropical forests to Basanta Lodge at Dhampus, with 
spectacular views of the entire Annapurna Range.,,Day 9: Short descent through wooded hillside to Phedi; transfer to Pokhara; free 
afternoon (optional boat trip on Lake Phewa).,,Day 10: Drive to Chitwan; take an ox-cart ride around Tharu village and witness a 
traditional Tharu dance.,,Day 11: Explore the jungle on a bird-watching walk, take a dugout canoe ride down the 
Rapti River in search of crocodiles and try to spot rhinoceroses on a jeep 
safari.,,Day 12: Morning flight to Kathmandu; free time.,,Day 13: End Kathmandu,"
Nepal Vista,https://www.tourradar.com/t/19954,"US,$,1,600",12 days,4.6,158,15,,"Day 01- Arrival in Kathmandu airport (1345meters).,,Days 02 and 03 - Pre-trip meeting and sightseeing around the Kathmandu valley. Drive to the Nagarkot hillstation,,Day 04 - Drive to Pokhara on a tourist Vehicle.,,Days 05 and 06 - Guided sightseeing in Pokhara,,Day 07 - Drive to Sarankot for sunrise and mountain views, then continue onto the Chitwan National Park,,Day 08 - Activities in the Chitwan National Park,,Day 09 - More activities in Chitwan and drive back to Kathmandu,,Day 10 - Guided sightseeing in Kathmandu,,Day 11 - Everest mountain flight and farewell dinner in Kathmandu,,Day 12 - Transfer to the international airport for your final departure,"
Everest Base Camp and Gokyo Heli Trek,https://www.tourradar.com/t/191764,"US,$,5,600",14 days,5.0,"1,271",5,,"Day 01: Arrival at Kathmandu and transfer to hotel.,,Day 02: Fly to Lukla &amp; trek to Phakding (2,640m) Duration: 4-5 hours.,,Day 03: Trek to Namche Bazaar (3440m) Duration: 5-6 hours.,,Day 04: Acclimatization day at Namche.,,Day 05: Trek to Tengboche (3790m) Duration: 5-6 hours.,,Day 06: Trek to Dingboche (4350m) Duration: 4-5 hours.,,Day 07: Hike to Chhukung valley and back to Dingboche.,,Day 08: Trek to Lobuche (4950m) Duration: 5-6 hours.,,Day 09: Trek to Everest Base camp (5360m.) &amp; back to Gorakshep. Duration: 6-7 hours.,,Day 10: Early morning hike up to Kalapatthar (5,550m) then trek to Dzonglha (4830m) Duration: 8-9 hours.,,Day 11: Cross the Chola pass (5420m) then trek down to Tagnag (4695m) Duration: 7-8 hours.,,Day 12: Trek to Gokyo (4800m) then visit fifth lake back to Gokyo. Duration: 4-5 hours.,,Day 13: Early morning hike up Gokyo Ri (5,357m) then Fly back to Kathmandu by Helicopter.,,Day 14: Transfer to Tribhuwan International Airport.,"
Jaljala Gurila Trek 14 Days,https://www.tourradar.com/t/190741,"US,$,1,699",14 days,4.6,5,30,,"Day 1: Arrival in Airport and transfer to hotel.,,Day 2: Drive from Kathmandu to Bhalubang takes eight hours.,,Day 3: Drive from Bhalubang to Sulichur (800m),,Day 4: Trek from Sulichur to Jelbang (1655m),,Day 5:  Trek from Jelbang to Bagtare takes five hours.,,Day 6: Trek from Bagtare to Jaljala (3160m),,Day 7: This is Explore day.,,Day 8:  Trek from Jaljala to Thabang (2000m),,Day 9: Explore around Thabang.,,Day 10: Trek from Thabang to Uwa takes six to seven hours.,,Day 11:  Trek from Uwa to Phuliban for three hours.,,Day 12: Drive from Sulichur to Bhalubang takes five hours.,,Day 13: Drive from Bhalubang to Kathmandu takes eight hours.,,Day 14: Final Departure.,"
Langtang Gosainkunda Chisopani Trek,https://www.tourradar.com/t/150059,"US,$,980",15 days,4.9,29,12,,"Day 01 Arrive at Tribhuwan International Airport, Kathmandu,,Day 02 Kathmandu to Syabru Bensi (1,462m/4,795ft), Duration: 7 hours,,Day 03 Syabru Bensi to Lama Hotel (2,500m/8,200ft), Duration: 5 hour,,Day 04 Lama Hotel to Mundu (3,550m/11,645ft), Duration: 5-6 hours,,Day 05 Mundu to Kyanjing RI (4,773m/15,655ft) and back to Kyanjing Gompa (3,798m/12,495ft), Duration: 7-8 hours,,Day 06 Kyangjuma Gompa Exploration and climb Chorkari RI (5,050m/16,564ft), Duration: 7 hours,,Day 07 Kyanjin Gompa- Lama Hotel (2,500m/8,200ft), Duration: 5-6 hours,,Day 08 Lama Hotel - Thulo Syabru (2,235m/ 7,330ft), Duration: 5-6 hours,,Day 09 Thulo Syabru- Shin Gompa (3,330m/10,925ft), Duration: 3-5 hours,,Day 10 Shin Gompa to Gosaikunda (4,300m/14,104ft), Duration: 5-6 hours,,Day 11 Gosaikunda to Ghopte (3,430m/11,250ft) Duration: 7 hours,,Day 12 Ghopte to Kutungsang (2470m) Duration: 6-7 hours,,Day 13 Kutungsang to Chosopani (2200m), Duration: 6-7 hours,,Day 14 Chisopani to Sundarijal and drive to Kathmandu.,,Day 15 Farewell.,"
Annapurna Base Camp Holiday,https://www.tourradar.com/t/108855,"US,$,1,207",12 days,4.8,9,10,,"Day 01: Arrive Kathmandu (1,300m),,Day 02: Kathmandu,,Day 03: Kathmandu - Pokhara (910m), Approx. 6 hours drive  ,,Day 04: Pokhara - Nayapul - Ghandruk (1,950m/), 1hr drive, 5-6 hrs trek  ,,Day 05: Ghandruk - Chhomrong (2,210m), 5-6 hrs,,Day 06: Chhomrong - Dovan (2,550m), 6-7 hrs  ,,Day 07: Dovan - Annapurna Base Camp (4,130m), 6-7 hrs  ,,Day 08: Annapurna Base Camp - Sinuwa (2,360m), 6-7 hrs  ,,Day 09: Sinuwa - Jhinu Danda (1,780m) - Landruk (1,565m), 6-7 hrs.,,Day 10: Landruk - Phedi - Pokhara (910m), 5-6 hrs, 40 min drive  ,,Day 11: Pokhara-Kathmandu (6 hrs), 220km ,,Day 12: Final Departure  ,"
Best of Nepal Tour,https://www.tourradar.com/t/108359,"US,$,1,599",15 days,,,20,,"Day 1: Arrival and transfer to hotel,,Day 2: Everest Flight, Walking tour of Kathmandu Durbar Square,,Day 3: Kathmandu-Rafting,,Day 4: Rafting-Chitwan,,Day 5: Full day in Chitwan National Park,,Day 6: Chitwan - Pokhara,,Day 7: Pokhara-Annapurna Astham Village,,Day 8: Annapurna Astham Village to Dhampus Trek,,Day 9: Trek Dhampus - Pokhara,,Day 10: Pokhara - Kathmandu,,Day 11: Kathmandu-Bouddha-Pashupatinath-Bhaktapur,,Day 12: Bhaktapur - Changunarayan - Nagarkot,,Day 13: Nagarkot to Balthali,,Day 14: Balthali-Kathmandu.,,Day 15: Departure,"
